age,cohort,model_prop_f,model_prop_m
12,1989.0,0.03125,0.0019267822736030828
13,1989.0,0.07407407407407407,0.005825242718446602
14,1989.0,0.14417744916820702,0.009765625
15,1989.0,0.24022346368715083,0.01761252446183953
16,1989.0,0.39365671641791045,0.05893909626719057
17,1989.0,0.551594746716698,0.1865079365079365
18,1989.0,0.6679174484052532,0.3033932135728543
19,1989.0,0.736346516007533,0.38755020080321284
20,1989.0,0.8052930056710775,0.4959514170040486
21,1989.0,0.8712121212121212,0.6274809160305344
22,1989.0,0.8920454545454546,0.0
23,1989.0,0.9220532319391636,0.0
24,1989.0,0.9407265774378585,0.0
25,1989.0,0.9613152804642167,0.0
26,1989.0,0.9709302325581395,0.0
27,1989.0,0.9727626459143969,0.0
28,1989.0,0.9784735812133072,0.0
29,1989.0,0.9881656804733728,0.0
30,1989.0,0.9940119760479041,0.0
12,1990.0,0.04,0.0018083182640144665
13,1990.0,0.10382513661202186,0.0036429872495446266
14,1990.0,0.1624087591240876,0.009174311926605505
15,1990.0,0.24587155963302754,0.016574585635359115
16,1990.0,0.40808823529411764,0.06493506493506493
17,1990.0,0.5267034990791897,0.18130841121495328
18,1990.0,0.6370370370370371,0.29831144465290804
19,1990.0,0.737037037037037,0.40227703984819735
20,1990.0,0.8063314711359404,0.5151975683890577
21,1990.0,0.8579439252336448,0.0
22,1990.0,0.8981132075471698,0.0
23,1990.0,0.9372623574144486,0.0
24,1990.0,0.9559386973180076,0.0
25,1990.0,0.9692898272552783,0.0
26,1990.0,0.9728155339805825,0.0
27,1990.0,0.9785575048732943,0.0
28,1990.0,0.9901960784313726,0.0
29,1990.0,0.9980276134122288,0.0
30,1990.0,0.998015873015873,0.0
12,1991.0,0.04974271012006861,0.0
13,1991.0,0.08620689655172414,0.0
14,1991.0,0.14930555555555555,0.003656307129798903
15,1991.0,0.2268760907504363,0.014678899082568808
16,1991.0,0.37719298245614036,0.055248618784530384
17,1991.0,0.49206349206349204,0.21072088724584104
18,1991.0,0.5982300884955752,0.3252788104089219
19,1991.0,0.6809269162210339,0.4123867069486405
20,1991.0,0.7553956834532374,0.0
21,1991.0,0.8126126126126126,0.0
22,1991.0,0.8633879781420765,0.0
23,1991.0,0.8948339483394834,0.0
24,1991.0,0.9365671641791045,0.0
25,1991.0,0.9530956848030019,0.0
26,1991.0,0.9679245283018868,0.0
27,1991.0,0.9754716981132076,0.0
28,1991.0,0.9867172675521821,0.0
29,1991.0,0.9923809523809524,0.0
30,1991.0,0.9923076923076923,0.0
12,1992.0,0.03773584905660377,0.0017241379310344827
13,1992.0,0.08089500860585198,0.0034602076124567475
14,1992.0,0.14507772020725387,0.005235602094240838
15,1992.0,0.2417391304347826,0.015789473684210527
16,1992.0,0.36300174520069806,0.08289241622574955
