bin,q1,med,q3,whislo,whishi
0,0.3669670475166762,0.3747827449718973,0.38714737599357046,0.3414742827665871,0.4154134274338815
1,0.0915532221234954,0.09900817401029705,0.1090857003814101,0.0703022467836525,0.1307945225938743
2,0.28977355682383155,0.29818627464864894,0.3157332424456592,0.2566230097705412,0.3420495393255338
3,0.2117080262645813,0.22011327799160652,0.2274267004606078,0.192850478436012,0.2464787292070516
