x,density
-15.0,1.4010688302421725e-06
-14.832775919732441,8.3846921333641e-07
-14.665551839464882,4.815268106934616e-07
-14.498327759197325,2.6537711299193087e-07
-14.331103678929766,1.4035903275584797e-07
-14.163879598662207,7.126911682440819e-08
-13.996655518394649,3.4815990908566075e-08
-13.82943143812709,1.6581305948548012e-08
-13.662207357859533,8.308249571241929e-09
-13.494983277591974,5.945705544595316e-09
-13.327759197324415,8.681110124140132e-09
-13.160535117056856,1.924561690052644e-08
-12.993311036789297,4.6112320689542886e-08
-12.826086956521738,1.0890683386330642e-07
-12.65886287625418,2.495306725312062e-07
-12.491638795986622,5.53296789101233e-07
-12.324414715719064,1.186842582296656e-06
-12.157190635451505,2.462495837478502e-06
-11.989966555183948,4.941362008896517e-06
-11.822742474916389,9.588112635531773e-06
-11.65551839464883,1.7986848942621588e-05
-11.488294314381271,3.261661902951043e-05
-11.321070234113712,5.7165100929000806e-05
-11.153846153846153,9.683037640757742e-05
-10.986622073578594,0.00015852942475001695
-10.819397993311036,0.00025090987035984594
-10.652173913043478,0.00038406463836951446
-10.48494983277592,0.0005688914987521678
-10.31772575250836,0.0008161237815789093
-10.150501672240804,0.0011351682800212971
-9.983277591973245,0.0015329848257883982
-9.816053511705686,0.00201328337933097
-9.648829431438127,0.002576265096802788
-9.481605351170568,0.0032189943726647786
-9.31438127090301,0.003936302779530369
-9.14715719063545,0.00472196464508009
-8.979933110367893,0.005569813060219072
-8.812709030100335,0.006474508749582098
-8.645484949832776,0.007431803522508045
-8.478260869565219,0.008438293215522568
-8.31103678929766,0.009490777408342857
-8.143812709030101,0.010585416500195304
-7.976588628762542,0.011716915282080008
-7.809364548494983,0.012877980293817176
-7.642140468227424,0.014059281170161126
-7.474916387959866,0.015250056139914276
-7.3076923076923075,0.016439321269845923
-7.1404682274247495,0.017617417101762557
-6.973244147157191,0.018777459096823424
-6.806020066889632,0.019916251504419523
-6.638795986622073,0.021034400365407723
-6.471571906354516,0.022135635561152722
-6.304347826086957,0.023225583883950435
-6.137123745819398,0.024310325026538813
-5.969899665551839,0.025395013450935134
-5.80267558528428,0.026482746973564102
-5.6354515050167215,0.027573792397705837
-5.4682274247491645,0.028665254524277938
-5.301003344481606,0.029751248670539583
-5.133779264214047,0.030823565483201344
-4.966555183946488,0.03187272138801707
-4.799331103678929,0.032889237700161854
-4.632107023411372,0.03386502707329221
-4.464882943143813,0.034794842511370154
-4.297658862876254,0.035677759669675825
-4.130434782608695,0.036518557584426584
-3.9632107023411365,0.0373286939421143
-3.7959866220735794,0.038126485520880306
-3.6287625418060205,0.03893621963241325
-3.4615384615384617,0.03978621827933916
-3.294314381270903,0.04070619966716835
-3.127090301003344,0.041724458793953825
-2.959866220735787,0.04286535308335394
-2.792642140468228,0.04414739845909483
-2.625418060200669,0.04558207901189486
-2.4581939799331103,0.047173326001823494
-2.2909698996655514,0.048917531640553624
-2.1237458193979926,0.050803912399477937
-1.9565217391304355,0.05281504341528107
-1.7892976588628766,0.0549274834817656
-1.6220735785953178,0.057112573192763486
-1.454849498327759,0.05933760044279344
-1.2876254180602,0.061567460466732955
-1.120401337792643,0.0637666896377409
-0.9531772575250841,0.06590149606276238
-0.7859531772575252,0.06794137388363036
-0.6187290969899664,0.06986014727797517
-0.4515050167224075,0.07163666143468402
-0.28428093645484864,0.07325550373134372
-0.11705685618729156,0.07470791849565493
0.0501672240802673,0.07599261264835502
0.21739130434782616,0.07711581085649634
0.384615384615385,0.07809001477475234
0.5518394648829439,0.07893143307077882
0.719063545150501,0.07965664510554714
0.8862876254180598,0.08027936841816914
1.0535117056856187,0.08080809361964739
1.2207357859531776,0.08124500539846531
1.3879598662207364,0.0815862911466027
1.5551839464882953,0.08182375291227345
1.7224080267558541,0.08194747576976151
1.889632107023413,0.08194903383269309
2.0568561872909683,0.08182439375014924
2.224080267558527,0.08157556231791124
2.391304347826086,0.08121034382440474
2.558528428093645,0.08074026445094595
2.7257525083612038,0.08017742806731891
2.8929765886287626,0.07953139235924628
3.0602006688963215,0.07880696428095098
3.2274247491638803,0.07800332341077998
3.394648829431439,0.07711444153496202
3.561872909698998,0.07613056689924927
3.729096989966557,0.07504050007195989
3.8963210702341122,0.07383430787354561
4.063545150501671,0.0725059384365428
4.23076923076923,0.07105506968817239
4.397993311036789,0.06948766055106152
4.565217391304348,0.06781511282570875
4.7324414715719065,0.06605246736477152
4.899665551839465,0.06421633713390312
5.066889632107024,0.06232317941544235
5.234113712374583,0.060388166666612786
5.401337792642142,0.05842460981331929
5.568561872909697,0.05644379514000947
5.735785953177256,0.05445516392968267
5.903010033444815,0.052466808882728665
6.070234113712374,0.050486175076574276
6.237458193979933,0.048520712480318126
6.404682274247492,0.046578204924224126
6.5719063545150505,0.044666678176848905
6.739130434782609,0.042794057995418223
6.906354515050168,0.04096789495037122
7.073578595317727,0.039195369938310284
7.240802675585286,0.037483517024568744
7.408026755852841,0.035839362699986735
7.5752508361204,0.03426966089522746
7.742474916387959,0.03278011013926203
7.909698996655518,0.03137422687588062
8.076923076923077,0.030052244004106964
8.244147157190636,0.0288104258731504
8.411371237458194,0.027641072450599883
8.578595317725753,0.02653330388898932
8.745819397993312,0.025474526706884593
8.913043478260871,0.024452307768904988
9.080267558528426,0.02345625203951343
9.247491638795985,0.022479449629528442
9.414715719063544,0.021519171819914727
9.581939799331103,0.020576732649787134
9.749163879598662,0.01965669017268369
9.91638795986622,0.018765714390548263
10.08361204013378,0.017911435085459518
10.250836120401338,0.017101445730066483
10.418060200668897,0.016342490559230382
10.585284280936456,0.015639794640502146
10.752508361204015,0.01499652607613454
10.91973244147157,0.014413446648084102
11.086956521739129,0.013888838522472186
11.254180602006688,0.013418757499007582
11.421404682274247,0.012997579047734405
11.588628762541806,0.012618718963155473
11.755852842809364,0.012275363348502884
11.923076923076923,0.01196104692555355
12.090301003344482,0.011669971550665273
12.257525083612041,0.011397046113747936
12.4247491638796,0.011137730746992343
12.591973244147159,0.010887843996275856
12.759197324414714,0.010643500800935674
12.926421404682273,0.01040127619312688
13.093645484949832,0.01015856369208802
13.26086956521739,0.009913982610242457
13.42809364548495,0.009667646099424389
13.595317725752508,0.009421150787616083
13.762541806020067,0.00917725635892048
13.929765886287626,0.008939330665616899
14.096989966555185,0.008710697868742224
14.264214046822744,0.008494034192939318
14.431438127090303,0.008290926166636521
14.598662207357858,0.008101661432600205
14.765886287625417,0.007925272487268233
14.933110367892976,0.007759801413699209
15.100334448160535,0.00760270607347202
15.267558528428093,0.007451301186010261
15.434782608695652,0.007303134814000315
15.602006688963211,0.0071562392577606
15.76923076923077,0.007009244854672731
15.936454849498329,0.006861381896987638
16.103678929765888,0.006712409508706645
16.270903010033443,0.006562507896752403
16.438127090301002,0.006412164719555013
16.60535117056856,0.006262081708079667
16.77257525083612,0.006113117664027628
16.93979933110368,0.005966262614910877
17.107023411371237,0.005822611886757355
17.274247491638796,0.005683296281933089
17.441471571906355,0.0055493400720172574
17.608695652173914,0.005421458349969616
17.775919732441473,0.005299846971686113
17.94314381270903,0.005184036520034891
18.11036789297659,0.0050728665888856725
18.27759197324415,0.004964599191591659
18.44481605351171,0.004857151136555063
18.612040133779267,0.004748399514302149
18.779264214046826,0.004636503605368705
18.946488294314378,0.004520185061114268
19.113712374581937,0.00439891379131675
19.280936454849495,0.004272963205752564
19.448160535117054,0.004143327687123564
19.615384615384613,0.004011530225120841
19.782608695652172,0.003879373088741619
19.94983277591973,0.003748685826748685
20.11705685618729,0.003621103699365074
20.28428093645485,0.0034978822631238095
20.451505016722408,0.0033797404062263976
20.618729096989966,0.0032667333960179354
20.785953177257525,0.003158180527603922
20.953177257525084,0.0030526893580382123
21.120401337792643,0.0029483144224424487
21.287625418060202,0.002842860208020172
21.45484949832776,0.00273429632247275
21.62207357859532,0.00262121272958233
21.78929765886288,0.0025032177616080057
21.956521739130437,0.002381179165071395
22.123745819397996,0.0022572315287119984
22.290969899665555,0.0021345198423326707
22.458193979933114,0.0020167097768162617
22.625418060200666,0.0019073549075803128
22.792642140468224,0.00180925135240479
22.959866220735783,0.0017239181225740645
23.127090301003342,0.0016513150474466891
23.2943143812709,0.001589858710946714
23.46153846153846,0.0015367349922592315
23.62876254180602,0.0014884476463661767
23.795986622073578,0.00144149491054012
23.963210702341136,0.0013930371596396537
24.130434782608695,0.001341415020364289
24.297658862876254,0.0012864046434609433
24.464882943143813,0.0012291541890427917
24.632107023411372,0.0011718215122886887
24.79933110367893,0.0011170067124541643
24.96655518394649,0.001067122001952849
25.13377926421405,0.001023850391689148
25.301003344481607,0.0009878127296356722
25.468227424749166,0.0009585014614370101
25.635451505016725,0.0009344683796118994
25.802675585284284,0.000913692559942475
25.969899665551843,0.000894019014874517
26.137123745819395,0.0008735558206946114
26.304347826086953,0.0008509455692121438
26.471571906354512,0.0008254746776770727
26.63879598662207,0.0007970340966168791
26.80602006688963,0.0007659803217179019
26.97324414715719,0.000732956678675732
27.140468227424748,0.0006987231251838271
27.307692307692307,0.0006640192102695421
27.474916387959865,0.0006294631145418291
27.642140468227424,0.0005954792110560181
27.809364548494983,0.0005622484887299982
27.976588628762542,0.0005296847489764182
28.1438127090301,0.0004974467430640684
28.31103678929766,0.00046499667414686135
28.47826086956522,0.0004317074654793702
28.645484949832777,0.0003970075688598851
28.812709030100336,0.00036053776657495864
28.979933110367895,0.0003222848095886798
