bin,q1,med,q3,whislo,whishi
0,0.586515071320811,0.5967008090411714,0.6071235961968426,0.5559655739400418,0.6352679982984704
1,0.1374745249324739,0.14994755230105206,0.15822638250738766,0.1191222608412852,0.1811918820886794
2,0.10652091957621815,0.11896818846892335,0.1271942446806853,0.0798514416185418,0.150871630088485
3,0.12655197727288905,0.1390075582973977,0.1484879243266517,0.1110402061522988,0.1803894795307125
